Numero de qubits: 20 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  1.3838802496480516e-14  4.604027159374142e-15
2  4.0  0.0  1.8142390891110918  0.002142919525473679
3  8.0  0.0  1.8142390891110953  0.0021429195254738763
4  16.0  0.0  3.6507874798433284  0.003769890249855214
5  32.0  0.0  3.650787479843335  0.003769890249857705
6  64.0  0.0  5.502469866991602  0.0037561177386442775
7  128.0  0.0  5.502469866991608  0.003756117738642452
8  256.0  0.0  7.368466824244853  0.004716286967651822
9  512.0  0.0  7.368466824244858  0.0047162869676519404
10  1024.0  0.0  9.24524528099533  0.005180068785675111
11  1024.0  0.0  9.245245280995332  0.005180068785673668
12  1024.0  0.0  9.087468767508128  0.011763271660526771
13  1024.0  0.0  9.087468767508135  0.011763271660525109
Numero de qubits: 21 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  1.3710665436327918e-14  4.033774191608843e-15
2  4.0  0.0  1.8153674338635397  0.0025836411577164907
3  8.0  0.0  1.8153674338635457  0.0025836411577145365
4  16.0  0.0  3.6524800822713885  0.004559299660553306
5  32.0  0.0  3.6524800822713934  0.004559299660552102
6  64.0  0.0  5.505105958430816  0.004904995975146934
7  128.0  0.0  5.5051059584308195  0.00490499597514667
8  256.0  0.0  7.370923690955955  0.003486407134225309
9  512.0  0.0  7.3709236909559595  0.003486407134225662
10  1024.0  0.0  9.246890935929475  0.005265300363578562
11  1024.0  0.0  9.246890935929482  0.0052653003635764846
12  1024.0  0.0  9.514881211352765  0.020776232895206335
13  1024.0  0.0  9.514881211352769  0.02077623289520643
Numero de qubits: 22 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  0.9064569982200472  4.0400526193464975e-15
2  4.0  0.0  0.9064569982200499  4.657249951214193e-15
3  8.0  0.0  2.7289207334659493  0.004042995542573342
4  16.0  0.0  2.728920733465956  0.004042995542575375
5  32.0  0.0  4.5746941102084575  0.004279892217025851
6  64.0  0.0  4.574694110208462  0.004279892217025634
7  128.0  0.0  6.435840424813113  0.0037731441864846376
8  256.0  0.0  6.435840424813117  0.003773144186483925
9  512.0  0.0  8.307794602850718  0.004987316332129876
10  1024.0  0.0  8.307794602850722  0.004987316332131044
11  2048.0  0.0  10.190997731923662  0.00474361833231483
12  2048.0  0.0  10.190997731923666  0.004743618332313072
13  2047.5  0.5  10.07449413841151  0.016771621372240697
Numero de qubits: 23 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  0.9064569982200462  4.051325364526364e-15
2  4.0  0.0  0.9064569982200494  7.422735604144206e-15
3  8.0  0.0  2.729583623336231  0.003980782867909293
4  16.0  0.0  2.7295836233362354  0.0039807828679126
5  32.0  0.0  4.5742676223897805  0.005536724698078643
6  64.0  0.0  4.574267622389784  0.00553672469807919
7  128.0  0.0  6.435306155677283  0.00622993644178269
8  256.0  0.0  6.435306155677287  0.006229936441781204
9  512.0  0.0  8.307204866663234  0.006922999549415933
10  1024.0  0.0  8.307204866663238  0.006922999549415174
11  2048.0  0.0  10.190294640972807  0.005086090920046959
12  2048.0  0.0  10.19029464097281  0.005086090920046885
13  2048.0  0.0  10.47687298106853  0.026342161431558937
Numero de qubits: 24 
Layer   D  var(D)  Renyi  var(Renyi)
1  2.0  0.0  1.595306398899838e-14  3.74074634876293e-15
